danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track.name,track.album.name
0.565,0.73,4,-5.127,1,0.0618,0.735,0,0.14,0.485,80.053,audio_features,750BRkrH6lVuyudAHfi7Sk,spotify:track:750BRkrH6lVuyudAHfi7Sk,https://api.spotify.com/v1/tracks/750BRkrH6lVuyudAHfi7Sk,https://api.spotify.com/v1/audio-analysis/750BRkrH6lVuyudAHfi7Sk,153320,4,Objects of Desire,NSFW
0.343,0.262,5,-16.47,0,0.0682,0.856,0.899,0.08,0.266,167.518,audio_features,4Agw3BjEfyBYplvJXB5Y3i,spotify:track:4Agw3BjEfyBYplvJXB5Y3i,https://api.spotify.com/v1/tracks/4Agw3BjEfyBYplvJXB5Y3i,https://api.spotify.com/v1/audio-analysis/4Agw3BjEfyBYplvJXB5Y3i,199138,4,"Concerto No. 4 in F Minor, Op. 8, RV 297 ""L'inverno"": I. Allegro non molto",Antonio Vivaldi: Le Quattro Stagione
0.74,0.658,1,-7.661,1,0.271,0.204,0,0.125,0.663,95.961,audio_features,29XBHZKdcXAg8deuEVyoeI,spotify:track:29XBHZKdcXAg8deuEVyoeI,https://api.spotify.com/v1/tracks/29XBHZKdcXAg8deuEVyoeI,https://api.spotify.com/v1/audio-analysis/29XBHZKdcXAg8deuEVyoeI,207373,4,Never Dead (feat. M. Sayyid as Curis Strifer),Vaudeville Villain
0.631,0.489,11,-6.966,1,0.101,0.58,0.821,0.12,0.418,203.953,audio_features,021sNzTndU8LVmDJDqvwXp,spotify:track:021sNzTndU8LVmDJDqvwXp,https://api.spotify.com/v1/tracks/021sNzTndU8LVmDJDqvwXp,https://api.spotify.com/v1/audio-analysis/021sNzTndU8LVmDJDqvwXp,116792,4,i miss you,i miss you
0.247,0.438,5,-8.478,1,0.0358,0.0447,0.000867,0.111,0.39,185.711,audio_features,0I1eFRytp4XRhLCjT6tZm7,spotify:track:0I1eFRytp4XRhLCjT6tZm7,https://api.spotify.com/v1/tracks/0I1eFRytp4XRhLCjT6tZm7,https://api.spotify.com/v1/audio-analysis/0I1eFRytp4XRhLCjT6tZm7,198213,3,I Can't Handle Change,I Can't Handle Change
0.645,0.487,4,-8.584,0,0.352,0.121,0,0.0931,0.618,88.893,audio_features,3mBRfojfwsGouVPJHhiVd9,spotify:track:3mBRfojfwsGouVPJHhiVd9,https://api.spotify.com/v1/tracks/3mBRfojfwsGouVPJHhiVd9,https://api.spotify.com/v1/audio-analysis/3mBRfojfwsGouVPJHhiVd9,140319,4,shining on my ex,shining on my ex
0.65,0.433,4,-5.647,0,0.0333,0.984,0.901,0.1,0.342,110.918,audio_features,1fTJkW8b8hhh1ebYI6Md6E,spotify:track:1fTJkW8b8hhh1ebYI6Md6E,https://api.spotify.com/v1/tracks/1fTJkW8b8hhh1ebYI6Md6E,https://api.spotify.com/v1/audio-analysis/1fTJkW8b8hhh1ebYI6Md6E,40760,4,Rocket Jump Waltz,Fight Songs: The Music of Team Fortress 2
0.537,0.558,11,-8.678,1,0.0929,0.263,0.91,0.102,0.505,131.037,audio_features,1MJ5f5EYBC92ADD6xcz7nb,spotify:track:1MJ5f5EYBC92ADD6xcz7nb,https://api.spotify.com/v1/tracks/1MJ5f5EYBC92ADD6xcz7nb,https://api.spotify.com/v1/audio-analysis/1MJ5f5EYBC92ADD6xcz7nb,231724,4,Chamber Of Reflection,Salad Days
0.45,0.663,10,-9.552,0,0.0469,0.233,0.881,0.0918,0.359,88.093,audio_features,7Eyj9NYnHec30O9ANkloFo,spotify:track:7Eyj9NYnHec30O9ANkloFo,https://api.spotify.com/v1/tracks/7Eyj9NYnHec30O9ANkloFo,https://api.spotify.com/v1/audio-analysis/7Eyj9NYnHec30O9ANkloFo,383000,4,Shiki No Uta,Shiki No Uta
0.505,0.775,2,-5.109,1,0.11,0.119,0,0.334,0.548,129.826,audio_features,50m9gWSRz1NEO07sBNk3bB,spotify:track:50m9gWSRz1NEO07sBNk3bB,https://api.spotify.com/v1/tracks/50m9gWSRz1NEO07sBNk3bB,https://api.spotify.com/v1/audio-analysis/50m9gWSRz1NEO07sBNk3bB,189570,4,Attitude City,Attitude City
0.456,0.323,10,-6.764,1,0.0318,0.858,0.00913,0.146,0.363,116.903,audio_features,7dz48pntblPzJ9mTPiUH81,spotify:track:7dz48pntblPzJ9mTPiUH81,https://api.spotify.com/v1/tracks/7dz48pntblPzJ9mTPiUH81,https://api.spotify.com/v1/audio-analysis/7dz48pntblPzJ9mTPiUH81,310373,4,At The Door,At The Door
0.917,0.721,1,-4.216,1,0.147,0.279,0.00512,0.663,0.893,93.044,audio_features,6TxDFfXqraQlaCS2DNfy5w,spotify:track:6TxDFfXqraQlaCS2DNfy5w,https://api.spotify.com/v1/tracks/6TxDFfXqraQlaCS2DNfy5w,https://api.spotify.com/v1/audio-analysis/6TxDFfXqraQlaCS2DNfy5w,288760,4,Luv (Sic),FIRST COLLECTION
0.246,0.9,2,-4.292,1,0.0667,0.00379,0.0019,0.147,0.136,146.914,audio_features,3dWaDHwsvudH9vywNjVUVf,spotify:track:3dWaDHwsvudH9vywNjVUVf,https://api.spotify.com/v1/tracks/3dWaDHwsvudH9vywNjVUVf,https://api.spotify.com/v1/audio-analysis/3dWaDHwsvudH9vywNjVUVf,361064,4,Johan Von Bronx,Tyranny
0.357,0.975,11,-2.419,0,0.21,0.0281,0.000196,0.117,0.438,155.127,audio_features,25FYpwvSt61i16hs8qvoqe,spotify:track:25FYpwvSt61i16hs8qvoqe,https://api.spotify.com/v1/tracks/25FYpwvSt61i16hs8qvoqe,https://api.spotify.com/v1/audio-analysis/25FYpwvSt61i16hs8qvoqe,224105,4,Where No Eagles Fly,Tyranny
0.44,0.942,2,-5.046,1,0.175,0.124,0.554,0.331,0.228,130.446,audio_features,1VeHgjA3KTfiMYM4pL1nXX,spotify:track:1VeHgjA3KTfiMYM4pL1nXX,https://api.spotify.com/v1/tracks/1VeHgjA3KTfiMYM4pL1nXX,https://api.spotify.com/v1/audio-analysis/1VeHgjA3KTfiMYM4pL1nXX,443794,4,Father Electricity,Tyranny
0.233,0.924,11,-5.304,0,0.111,0.0291,0.075,0.182,0.295,106.913,audio_features,3QFwqMCEkE5ZItQhMksIbB,spotify:track:3QFwqMCEkE5ZItQhMksIbB,https://api.spotify.com/v1/tracks/3QFwqMCEkE5ZItQhMksIbB,https://api.spotify.com/v1/audio-analysis/3QFwqMCEkE5ZItQhMksIbB,385228,4,Dare I Care,Tyranny
0.84,0.56,6,-10.53,0,0.21,0.00195,0.00417,0.633,0.775,111.815,audio_features,6m59VvDUi0UQsB2eZ9wVbH,spotify:track:6m59VvDUi0UQsB2eZ9wVbH,https://api.spotify.com/v1/tracks/6m59VvDUi0UQsB2eZ9wVbH,https://api.spotify.com/v1/audio-analysis/6m59VvDUi0UQsB2eZ9wVbH,261853,4,Poison,Poison
0.374,0.922,0,-3.4,1,0.056,0.0135,0.204,0.28,0.393,153.217,audio_features,6e2pJqucDMxbp061B40r6O,spotify:track:6e2pJqucDMxbp061B40r6O,https://api.spotify.com/v1/tracks/6e2pJqucDMxbp061B40r6O,https://api.spotify.com/v1/audio-analysis/6e2pJqucDMxbp061B40r6O,293360,4,Bad Decisions,Bad Decisions
0.302,0.914,2,-4.724,0,0.0516,0.0344,4.05E-06,0.305,0.758,97.953,audio_features,0Ls4WLphg1obbq7wTPiy7k,spotify:track:0Ls4WLphg1obbq7wTPiy7k,https://api.spotify.com/v1/tracks/0Ls4WLphg1obbq7wTPiy7k,https://api.spotify.com/v1/audio-analysis/0Ls4WLphg1obbq7wTPiy7k,186547,4,My Mistakes Were Made For You,The Age Of The Understatement
0.59,0.854,0,-4.621,1,0.0297,0.0259,0,0.0369,0.947,97.968,audio_features,1gmMT3M39KRng8QL5hi2sU,spotify:track:1gmMT3M39KRng8QL5hi2sU,https://api.spotify.com/v1/tracks/1gmMT3M39KRng8QL5hi2sU,https://api.spotify.com/v1/audio-analysis/1gmMT3M39KRng8QL5hi2sU,212800,4,Back & Forth,PEEK
0.543,0.912,7,-10.71,1,0.0601,0.00162,2.10E-06,0.0565,0.836,103.731,audio_features,4ePP9So5xRzspjLFVVbj90,spotify:track:4ePP9So5xRzspjLFVVbj90,https://api.spotify.com/v1/tracks/4ePP9So5xRzspjLFVVbj90,https://api.spotify.com/v1/audio-analysis/4ePP9So5xRzspjLFVVbj90,256733,4,Two Princes,Pocket Full Of Kryptonite
0.606,0.861,6,-4.408,0,0.0289,0.0268,0.000537,0.136,0.887,124.999,audio_features,3vVxsVkGfRDxKBS2zgm1G3,spotify:track:3vVxsVkGfRDxKBS2zgm1G3,https://api.spotify.com/v1/tracks/3vVxsVkGfRDxKBS2zgm1G3,https://api.spotify.com/v1/audio-analysis/3vVxsVkGfRDxKBS2zgm1G3,170810,4,Late Nights,What Happened
0.663,0.667,4,-4.85,1,0.0313,0.19,0.253,0.0476,0.967,113.913,audio_features,0ZCvrw84E2lWEs248a7MdQ,spotify:track:0ZCvrw84E2lWEs248a7MdQ,https://api.spotify.com/v1/tracks/0ZCvrw84E2lWEs248a7MdQ,https://api.spotify.com/v1/audio-analysis/0ZCvrw84E2lWEs248a7MdQ,163381,4,All These Hours,What Happened
0.339,0.835,6,-4.773,1,0.0397,0.00619,0.0233,0.207,0.565,110.015,audio_features,7wY7lVCXz1OTDqYqIau1FF,spotify:track:7wY7lVCXz1OTDqYqIau1FF,https://api.spotify.com/v1/tracks/7wY7lVCXz1OTDqYqIau1FF,https://api.spotify.com/v1/audio-analysis/7wY7lVCXz1OTDqYqIau1FF,225778,4,Boogie,Lounge Lovers on Standby
0.403,0.71,1,-7.041,0,0.0379,0.0115,0.0249,0.116,0.629,109.935,audio_features,5o4TK4PI9WCyNjrrpeDnPc,spotify:track:5o4TK4PI9WCyNjrrpeDnPc,https://api.spotify.com/v1/tracks/5o4TK4PI9WCyNjrrpeDnPc,https://api.spotify.com/v1/audio-analysis/5o4TK4PI9WCyNjrrpeDnPc,210419,4,Wait and See,Lounge Lovers on Standby
0.782,0.589,1,-4.827,1,0.189,0.148,0,0.164,0.869,90.438,audio_features,0IVAlb0cFCH1cQ974iR1TU,spotify:track:0IVAlb0cFCH1cQ974iR1TU,https://api.spotify.com/v1/tracks/0IVAlb0cFCH1cQ974iR1TU,https://api.spotify.com/v1/audio-analysis/0IVAlb0cFCH1cQ974iR1TU,223547,4,Ms. Fat Booty,Black On Both Sides
0.451,0.81,7,-6.456,1,0.473,0.369,0,0.123,0.451,82.918,audio_features,7kYqWxsKFTQYSUkEmkepFF,spotify:track:7kYqWxsKFTQYSUkEmkepFF,https://api.spotify.com/v1/tracks/7kYqWxsKFTQYSUkEmkepFF,https://api.spotify.com/v1/audio-analysis/7kYqWxsKFTQYSUkEmkepFF,262280,4,Education (feat. Yasiin Bey & Black Thought),Bandana
0.534,0.837,11,-3.938,1,0.0407,0.000167,0.649,0.189,0.903,103.533,audio_features,6KXuDNOwiNR0q7KLGXs3Bo,spotify:track:6KXuDNOwiNR0q7KLGXs3Bo,https://api.spotify.com/v1/tracks/6KXuDNOwiNR0q7KLGXs3Bo,https://api.spotify.com/v1/audio-analysis/6KXuDNOwiNR0q7KLGXs3Bo,191693,3,Red Light,First Impressions Of Earth
0.511,0.85,9,-5.391,1,0.0912,0.0365,0.323,0.969,0.257,125.948,audio_features,2wzCkpZL6NU3Jyu9vcE2SR,spotify:track:2wzCkpZL6NU3Jyu9vcE2SR,https://api.spotify.com/v1/tracks/2wzCkpZL6NU3Jyu9vcE2SR,https://api.spotify.com/v1/audio-analysis/2wzCkpZL6NU3Jyu9vcE2SR,300573,4,"11th Dimension - Live From Electric Lady Studios for WRXP, New York",Live From Electric Lady Studios/WRXP New York
0.538,0.679,4,-4.297,1,0.0333,0.191,0.00175,0.0889,0.0888,121.99,audio_features,2t0wwvR15fc3K1ey8OiOaN,spotify:track:2t0wwvR15fc3K1ey8OiOaN,https://api.spotify.com/v1/tracks/2t0wwvR15fc3K1ey8OiOaN,https://api.spotify.com/v1/audio-analysis/2t0wwvR15fc3K1ey8OiOaN,222093,4,Selfless,The New Abnormal
0.617,0.78,7,-4.466,0,0.0376,0.0141,0.0112,0.0833,0.326,93.951,audio_features,6IRzBP4gVoV4D2zHmocoWy,spotify:track:6IRzBP4gVoV4D2zHmocoWy,https://api.spotify.com/v1/tracks/6IRzBP4gVoV4D2zHmocoWy,https://api.spotify.com/v1/audio-analysis/6IRzBP4gVoV4D2zHmocoWy,375320,4,Eternal Summer,The New Abnormal
0.54,0.738,6,-5.34,0,0.446,0.272,0,0.199,0.528,178.727,audio_features,5mxVKAuunOKqcBfR5ivbRf,spotify:track:5mxVKAuunOKqcBfR5ivbRf,https://api.spotify.com/v1/tracks/5mxVKAuunOKqcBfR5ivbRf,https://api.spotify.com/v1/audio-analysis/5mxVKAuunOKqcBfR5ivbRf,365333,4,Respiration,Mos Def & Talib Kweli Are Black Star
0.537,0.893,0,-5.459,1,0.0893,0.00252,0.0211,0.0636,0.499,183.78,audio_features,2nZ33CKRbgpJQJJQKHuGXb,spotify:track:2nZ33CKRbgpJQJJQKHuGXb,https://api.spotify.com/v1/tracks/2nZ33CKRbgpJQJJQKHuGXb,https://api.spotify.com/v1/audio-analysis/2nZ33CKRbgpJQJJQKHuGXb,227213,4,Plastic Beach (feat. Mick Jones and Paul Simonon),Plastic Beach
0.455,0.881,11,-5.587,1,0.0401,0.000566,6.06E-05,0.11,0.201,137.949,audio_features,2CbtdkBeW9Znt4vXTOafAl,spotify:track:2CbtdkBeW9Znt4vXTOafAl,https://api.spotify.com/v1/tracks/2CbtdkBeW9Znt4vXTOafAl,https://api.spotify.com/v1/audio-analysis/2CbtdkBeW9Znt4vXTOafAl,331200,4,A Certain Romance,"Whatever People Say I Am, That's What I'm Not"
0.348,0.875,11,-4.758,0,0.199,0.0341,0,0.117,0.407,169.152,audio_features,0ZRrJTPXDToRJ2iLo9oLrW,spotify:track:0ZRrJTPXDToRJ2iLo9oLrW,https://api.spotify.com/v1/tracks/0ZRrJTPXDToRJ2iLo9oLrW,https://api.spotify.com/v1/audio-analysis/0ZRrJTPXDToRJ2iLo9oLrW,202133,4,When The Sun Goes Down,"Whatever People Say I Am, That's What I'm Not"
0.716,0.74,7,-6.229,1,0.0278,0.00458,0,0.161,0.729,110.52,audio_features,6Ig2iLUX11ZNpI7EBCZqyt,spotify:track:6Ig2iLUX11ZNpI7EBCZqyt,https://api.spotify.com/v1/tracks/6Ig2iLUX11ZNpI7EBCZqyt,https://api.spotify.com/v1/audio-analysis/6Ig2iLUX11ZNpI7EBCZqyt,196728,4,City Club,City Club
0.42,0.901,7,-3.857,1,0.0955,0.00173,0,0.366,0.74,145.965,audio_features,76c1AuZodByXM3X2k48wju,spotify:track:76c1AuZodByXM3X2k48wju,https://api.spotify.com/v1/tracks/76c1AuZodByXM3X2k48wju,https://api.spotify.com/v1/audio-analysis/76c1AuZodByXM3X2k48wju,250320,4,Dope on a Rope,City Club
0.485,0.904,8,-3.48,0,0.0465,0.000775,0,0.182,0.898,92.067,audio_features,1EXMtjti643XyQLiGDdki0,spotify:track:1EXMtjti643XyQLiGDdki0,https://api.spotify.com/v1/tracks/1EXMtjti643XyQLiGDdki0,https://api.spotify.com/v1/audio-analysis/1EXMtjti643XyQLiGDdki0,287136,4,I'll Be Around,City Club
0.495,0.816,0,-4.882,1,0.0337,0.00252,0.00303,0.191,0.698,123.045,audio_features,2iijuy8T2fbB3qJgptndFp,spotify:track:2iijuy8T2fbB3qJgptndFp,https://api.spotify.com/v1/tracks/2iijuy8T2fbB3qJgptndFp,https://api.spotify.com/v1/audio-analysis/2iijuy8T2fbB3qJgptndFp,225144,4,The Daisy Chain,City Club
0.521,0.916,2,-6.231,0,0.05,0.0435,0.888,0.276,0.203,105.037,audio_features,4S5T3NPeWSPqgb3ElxL8MN,spotify:track:4S5T3NPeWSPqgb3ElxL8MN,https://api.spotify.com/v1/tracks/4S5T3NPeWSPqgb3ElxL8MN,https://api.spotify.com/v1/audio-analysis/4S5T3NPeWSPqgb3ElxL8MN,265489,4,Alien Crime Lord,Alien Crime Lord
0.322,0.95,9,-6.287,0,0.101,0.00116,1.75E-06,0.263,0.574,182.778,audio_features,7d4W06sKxGEm40rYdQgEtt,spotify:track:7d4W06sKxGEm40rYdQgEtt,https://api.spotify.com/v1/tracks/7d4W06sKxGEm40rYdQgEtt,https://api.spotify.com/v1/audio-analysis/7d4W06sKxGEm40rYdQgEtt,142653,4,Standing Next To Me,The Age Of The Understatement
0.559,0.912,9,-6.32,0,0.0309,0.385,0.527,0.157,0.825,146.046,audio_features,6y65bThNd87eXzK90zVvBa,spotify:track:6y65bThNd87eXzK90zVvBa,https://api.spotify.com/v1/tracks/6y65bThNd87eXzK90zVvBa,https://api.spotify.com/v1/audio-analysis/6y65bThNd87eXzK90zVvBa,219705,4,Strange Tidings,AHJ
0.576,0.774,0,-3.87,0,0.054,0.0586,2.66E-05,0.0428,0.904,123.959,audio_features,09fNyeCFUbrTor4DY7kX2b,spotify:track:09fNyeCFUbrTor4DY7kX2b,https://api.spotify.com/v1/tracks/09fNyeCFUbrTor4DY7kX2b,https://api.spotify.com/v1/audio-analysis/09fNyeCFUbrTor4DY7kX2b,159623,4,Pretty Old Man,Boys Missed The Bus
0.49,0.534,1,-3.43,1,0.0302,0.0455,1.89E-05,0.433,0.439,141.173,audio_features,320twJYO0LC64eWCuCC5vj,spotify:track:320twJYO0LC64eWCuCC5vj,https://api.spotify.com/v1/tracks/320twJYO0LC64eWCuCC5vj,https://api.spotify.com/v1/audio-analysis/320twJYO0LC64eWCuCC5vj,229494,3,NAN CHUN 난춘,NAN CHUN 난춘
0.723,0.715,8,-3.805,1,0.0419,0.0199,0.000905,0.145,0.707,112.955,audio_features,6kcnFRTsf7DaJWwu1QbBvd,spotify:track:6kcnFRTsf7DaJWwu1QbBvd,https://api.spotify.com/v1/tracks/6kcnFRTsf7DaJWwu1QbBvd,https://api.spotify.com/v1/audio-analysis/6kcnFRTsf7DaJWwu1QbBvd,219753,4,Dong 덩,Nonadaptation 비적응
0.421,0.313,6,-6.826,1,0.032,0.585,8.86E-05,0.313,0.394,77.074,audio_features,6hrEjVNhEqFSdmrtCJVPVt,spotify:track:6hrEjVNhEqFSdmrtCJVPVt,https://api.spotify.com/v1/tracks/6hrEjVNhEqFSdmrtCJVPVt,https://api.spotify.com/v1/audio-analysis/6hrEjVNhEqFSdmrtCJVPVt,160500,4,Stranger 이방인,Nonadaptation 비적응
0.7,0.696,7,-5.356,1,0.0525,0.262,0,0.107,0.293,124.825,audio_features,66UcQu5LBo2A7AC0A5r0lI,spotify:track:66UcQu5LBo2A7AC0A5r0lI,https://api.spotify.com/v1/tracks/66UcQu5LBo2A7AC0A5r0lI,https://api.spotify.com/v1/audio-analysis/66UcQu5LBo2A7AC0A5r0lI,194867,4,Wi Ing Wi Ing,20
0.323,0.806,7,-6.554,0,0.0769,0.0314,1.11E-05,0.181,0.548,124.615,audio_features,7IUBw7EUgcjzGV6zv9fkLX,spotify:track:7IUBw7EUgcjzGV6zv9fkLX,https://api.spotify.com/v1/tracks/7IUBw7EUgcjzGV6zv9fkLX,https://api.spotify.com/v1/audio-analysis/7IUBw7EUgcjzGV6zv9fkLX,223067,4,Secret Door,Humbug
0.544,0.74,4,-8.096,0,0.0293,0.00339,3.74E-06,0.0933,0.609,95.994,audio_features,0kA5wK89nsYHQ22UKzcFGv,spotify:track:0kA5wK89nsYHQ22UKzcFGv,https://api.spotify.com/v1/tracks/0kA5wK89nsYHQ22UKzcFGv,https://api.spotify.com/v1/audio-analysis/0kA5wK89nsYHQ22UKzcFGv,255194,4,Pattern,Everything You've Come To Expect (Deluxe Edition)
0.52,0.642,9,-7.546,1,0.0434,0.000517,0.0017,0.0794,0.449,88.967,audio_features,4lJCw7GFijl5Kn2iizagwU,spotify:track:4lJCw7GFijl5Kn2iizagwU,https://api.spotify.com/v1/tracks/4lJCw7GFijl5Kn2iizagwU,https://api.spotify.com/v1/audio-analysis/4lJCw7GFijl5Kn2iizagwU,180968,4,Bad Habits,Everything You've Come To Expect (Deluxe Edition)
0.447,0.727,6,-7.041,0,0.0331,0.0856,0,0.23,0.744,80.997,audio_features,1x9EqJg2UOhlhDAaTUyOIZ,spotify:track:1x9EqJg2UOhlhDAaTUyOIZ,https://api.spotify.com/v1/tracks/1x9EqJg2UOhlhDAaTUyOIZ,https://api.spotify.com/v1/audio-analysis/1x9EqJg2UOhlhDAaTUyOIZ,171351,4,Dracula Teeth,Everything You've Come To Expect (Deluxe Edition)
0.15,0.859,4,-2.827,0,0.0595,0.00201,0.194,0.387,0.354,170.527,audio_features,0WSa1sucoNRcEeULlZVQXj,spotify:track:0WSa1sucoNRcEeULlZVQXj,https://api.spotify.com/v1/tracks/0WSa1sucoNRcEeULlZVQXj,https://api.spotify.com/v1/audio-analysis/0WSa1sucoNRcEeULlZVQXj,228147,5,Can You Feel My Heart,Sempiternal (Expanded Edition)
0.691,0.712,6,-5.39,0,0.0557,0.0936,0.000116,0.296,0.963,120.017,audio_features,6V6zRA5jxaKalrSc3eHFiY,spotify:track:6V6zRA5jxaKalrSc3eHFiY,https://api.spotify.com/v1/tracks/6V6zRA5jxaKalrSc3eHFiY,https://api.spotify.com/v1/audio-analysis/6V6zRA5jxaKalrSc3eHFiY,202054,4,Trying Trying,Imagine Siblings / Number Four or Five‬ / Trying Trying
0.578,0.638,1,-9.134,1,0.0596,0.409,0.892,0.112,0.757,92.542,audio_features,5tO3pr49SdxO05TNlYHfHT,spotify:track:5tO3pr49SdxO05TNlYHfHT,https://api.spotify.com/v1/tracks/5tO3pr49SdxO05TNlYHfHT,https://api.spotify.com/v1/audio-analysis/5tO3pr49SdxO05TNlYHfHT,263373,4,Beat laments the world,Metaphorical Music
0.496,0.56,7,-6.925,1,0.0273,0.000818,0,0.383,0.505,112.508,audio_features,3asj3OMn7BkuWOxsdkYybG,spotify:track:3asj3OMn7BkuWOxsdkYybG,https://api.spotify.com/v1/tracks/3asj3OMn7BkuWOxsdkYybG,https://api.spotify.com/v1/audio-analysis/3asj3OMn7BkuWOxsdkYybG,236253,3,"Sweet Dreams, TN",Everything You've Come To Expect
0.743,0.344,1,-11.174,1,0.118,0.169,0.00879,0.103,0.577,160.15,audio_features,0wXuerDYiBnERgIpbb3JBR,spotify:track:0wXuerDYiBnERgIpbb3JBR,https://api.spotify.com/v1/tracks/0wXuerDYiBnERgIpbb3JBR,https://api.spotify.com/v1/audio-analysis/0wXuerDYiBnERgIpbb3JBR,326933,4,Redbone,"""Awaken, My Love!"""
0.798,0.744,7,-5.328,0,0.136,0.33,0.000106,0.292,0.794,82.356,audio_features,2qOm7ukLyHUXWyR4ZWLwxA,spotify:track:2qOm7ukLyHUXWyR4ZWLwxA,https://api.spotify.com/v1/tracks/2qOm7ukLyHUXWyR4ZWLwxA,https://api.spotify.com/v1/audio-analysis/2qOm7ukLyHUXWyR4ZWLwxA,260000,4,It Was A Good Day,The Predator
0.593,0.333,9,-14.342,1,0.046,0.358,0,0.245,0.258,103.537,audio_features,0RN9h0ojhQWtAD6O8X7Zzp,spotify:track:0RN9h0ojhQWtAD6O8X7Zzp,https://api.spotify.com/v1/tracks/0RN9h0ojhQWtAD6O8X7Zzp,https://api.spotify.com/v1/audio-analysis/0RN9h0ojhQWtAD6O8X7Zzp,134933,4,Riot Van,"Whatever People Say I Am, That's What I'm Not"
0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,audio_features,0rKtyWc8bvkriBthvHKY8d,spotify:track:0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/tracks/0rKtyWc8bvkriBthvHKY8d,https://api.spotify.com/v1/audio-analysis/0rKtyWc8bvkriBthvHKY8d,209274,4,SLOW DANCING IN THE DARK,BALLADS 1
0.415,0.728,11,-5.568,0,0.0303,0.000303,0.000106,0.595,0.703,154.992,audio_features,4m3uMuu1gYYjZPtZvTOe6t,spotify:track:4m3uMuu1gYYjZPtZvTOe6t,https://api.spotify.com/v1/tracks/4m3uMuu1gYYjZPtZvTOe6t,https://api.spotify.com/v1/audio-analysis/4m3uMuu1gYYjZPtZvTOe6t,235693,4,Orgasm of Death,Casual Acquaintances
0.846,0.416,10,-13.767,0,0.118,0.156,9.34E-06,0.238,0.645,96.188,audio_features,4voEoczU7Ijborps9XF1n3,spotify:track:4voEoczU7Ijborps9XF1n3,https://api.spotify.com/v1/tracks/4voEoczU7Ijborps9XF1n3,https://api.spotify.com/v1/audio-analysis/4voEoczU7Ijborps9XF1n3,259000,4,I Get Around,Strictly 4 My N.I.G.G.A.Z...
0.747,0.52,10,-10.523,0,0.0357,0.0977,0.0537,0.142,0.601,92.869,audio_features,2Ih217RCGAmyQR68Nn7Cqo,spotify:track:2Ih217RCGAmyQR68Nn7Cqo,https://api.spotify.com/v1/tracks/2Ih217RCGAmyQR68Nn7Cqo,https://api.spotify.com/v1/audio-analysis/2Ih217RCGAmyQR68Nn7Cqo,232773,4,You Know How We Do It,Lethal Injection
0.651,0.783,10,-6.832,0,0.0781,0.0555,3.02E-06,0.226,0.639,98.602,audio_features,4p9ip3oAU1pB5b5PahVmd1,spotify:track:4p9ip3oAU1pB5b5PahVmd1,https://api.spotify.com/v1/tracks/4p9ip3oAU1pB5b5PahVmd1,https://api.spotify.com/v1/audio-analysis/4p9ip3oAU1pB5b5PahVmd1,136268,4,You Fuckers Were Asking for This One - Boin Edit,You Fuckers Were Asking for This One (Boin Edit)
0.747,0.894,1,-8.703,0,0.293,0.152,0.267,0.107,0.849,102.481,audio_features,6ZClQUx5QAuTuR2v2wx37F,spotify:track:6ZClQUx5QAuTuR2v2wx37F,https://api.spotify.com/v1/tracks/6ZClQUx5QAuTuR2v2wx37F,https://api.spotify.com/v1/audio-analysis/6ZClQUx5QAuTuR2v2wx37F,206520,4,What a Nigga Know?,Black Bastards Deluxe Edition
0.732,0.448,8,-12.116,1,0.118,0.177,0,0.101,0.824,90.05,audio_features,0CUJEDKDLddR0cojCVsXN1,spotify:track:0CUJEDKDLddR0cojCVsXN1,https://api.spotify.com/v1/tracks/0CUJEDKDLddR0cojCVsXN1,https://api.spotify.com/v1/audio-analysis/0CUJEDKDLddR0cojCVsXN1,131997,4,Sameolemeek,"Meek, Vol. 6"
0.857,0.721,10,-12.702,0,0.341,0.118,0,0.178,0.594,109.806,audio_features,3Mzqw2mz9YMKjjCEmypYfZ,spotify:track:3Mzqw2mz9YMKjjCEmypYfZ,https://api.spotify.com/v1/tracks/3Mzqw2mz9YMKjjCEmypYfZ,https://api.spotify.com/v1/audio-analysis/3Mzqw2mz9YMKjjCEmypYfZ,193200,4,The Nigga Ya Love To Hate,AmeriKKKa's Most Wanted
0.766,0.922,6,-8.531,0,0.232,0.131,0,0.412,0.597,111.969,audio_features,0X87YlD94elwfFPvYAP1Gy,spotify:track:0X87YlD94elwfFPvYAP1Gy,https://api.spotify.com/v1/tracks/0X87YlD94elwfFPvYAP1Gy,https://api.spotify.com/v1/audio-analysis/0X87YlD94elwfFPvYAP1Gy,272933,4,100 Miles And Runnin',100 Miles And Runnin'
0.874,0.63,1,-3.585,1,0.298,0.0578,0.00479,0.0582,0.717,95,audio_features,4AE7Lj39VnSZNOmGH2iZaq,spotify:track:4AE7Lj39VnSZNOmGH2iZaq,https://api.spotify.com/v1/tracks/4AE7Lj39VnSZNOmGH2iZaq,https://api.spotify.com/v1/audio-analysis/4AE7Lj39VnSZNOmGH2iZaq,281600,4,Do For Love,R U Still Down? [Remember Me]
