danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track.name,track.album.name
0.475,0.827,7,-4.924,1,0.0298,0.00471,0.000183,0.108,0.6,79.53,audio_features,5qIAgpKDLMIHOTipH47PFu,spotify:track:5qIAgpKDLMIHOTipH47PFu,https://api.spotify.com/v1/tracks/5qIAgpKDLMIHOTipH47PFu,https://api.spotify.com/v1/audio-analysis/5qIAgpKDLMIHOTipH47PFu,250293,4,Learn Your Lesson,Today Is History
0.664,0.84,6,-6.086,0,0.0294,0.00186,0.00764,0.0855,0.943,110.072,audio_features,59FZc1AhTCWWnxrg373t7s,spotify:track:59FZc1AhTCWWnxrg373t7s,https://api.spotify.com/v1/tracks/59FZc1AhTCWWnxrg373t7s,https://api.spotify.com/v1/audio-analysis/59FZc1AhTCWWnxrg373t7s,234120,4,Always Jealous,Today Is History
0.565,0.749,10,-6.629,0,0.0769,0.655,0.432,0.106,0.881,180.598,audio_features,2ej1A2Ze6P2EOW7KfIosZR,spotify:track:2ej1A2Ze6P2EOW7KfIosZR,https://api.spotify.com/v1/tracks/2ej1A2Ze6P2EOW7KfIosZR,https://api.spotify.com/v1/audio-analysis/2ej1A2Ze6P2EOW7KfIosZR,175360,4,Feather (feat. Cise Starr & Akin from CYNE),Modal Soul
0.468,0.715,4,-3.101,0,0.0558,0.00202,0.733,0.087,0.6,141.01,audio_features,1Jte640nBiOWyuD7N0odNZ,spotify:track:1Jte640nBiOWyuD7N0odNZ,https://api.spotify.com/v1/tracks/1Jte640nBiOWyuD7N0odNZ,https://api.spotify.com/v1/audio-analysis/1Jte640nBiOWyuD7N0odNZ,212680,4,In Transit,Yours to Keep
0.671,0.711,2,-7.813,1,0.0478,0.422,0,0.104,0.466,113.809,audio_features,11IzgLRXV7Cgek3tEgGgjw,spotify:track:11IzgLRXV7Cgek3tEgGgjw,https://api.spotify.com/v1/tracks/11IzgLRXV7Cgek3tEgGgjw,https://api.spotify.com/v1/audio-analysis/11IzgLRXV7Cgek3tEgGgjw,248440,4,Under Pressure - Remastered 2011,Hot Space (Deluxe Remastered Version)
0.518,0.942,2,-5.27,1,0.0755,0.155,1.15E-06,0.528,0.535,154.628,audio_features,36la4AQp7vTlCRNyC5NLry,spotify:track:36la4AQp7vTlCRNyC5NLry,https://api.spotify.com/v1/tracks/36la4AQp7vTlCRNyC5NLry,https://api.spotify.com/v1/audio-analysis/36la4AQp7vTlCRNyC5NLry,197240,4,Cha La Head Chala,3XL Manga i Anime
0.597,0.733,11,-4.727,0,0.11,0.00457,0.00191,0.501,0.866,87.479,audio_features,6ReKt5x6FVUXTMdWNC6GAQ,spotify:track:6ReKt5x6FVUXTMdWNC6GAQ,https://api.spotify.com/v1/tracks/6ReKt5x6FVUXTMdWNC6GAQ,https://api.spotify.com/v1/audio-analysis/6ReKt5x6FVUXTMdWNC6GAQ,182653,4,Lotus Eater,Sacred Hearts Club
0.884,0.333,9,-9.753,0,0.0617,0.293,0.0205,0.103,0.587,118.065,audio_features,4cJOLN346rtOty3UPACsao,spotify:track:4cJOLN346rtOty3UPACsao,https://api.spotify.com/v1/tracks/4cJOLN346rtOty3UPACsao,https://api.spotify.com/v1/audio-analysis/4cJOLN346rtOty3UPACsao,209450,4,I Don't Know You,I Don't Know You
0.782,0.559,9,-9.07,1,0.454,0.706,2.87E-06,0.109,0.563,120.027,audio_features,4zVeDhzxooxOe1k49j9m5e,spotify:track:4zVeDhzxooxOe1k49j9m5e,https://api.spotify.com/v1/tracks/4zVeDhzxooxOe1k49j9m5e,https://api.spotify.com/v1/audio-analysis/4zVeDhzxooxOe1k49j9m5e,180835,4,Microfiche,What Happens When I Try to Relax
0.748,0.605,10,-7.987,1,0.0316,0.844,0.0711,0.128,0.964,120.019,audio_features,6sT8KTifge2F0lcdtyDkDa,spotify:track:6sT8KTifge2F0lcdtyDkDa,https://api.spotify.com/v1/tracks/6sT8KTifge2F0lcdtyDkDa,https://api.spotify.com/v1/audio-analysis/6sT8KTifge2F0lcdtyDkDa,156947,4,The Next Time Around,Little Joy (US Edition)
0.4,0.824,7,-4.725,1,0.0367,6.51E-05,0.505,0.173,0.51,168.046,audio_features,4H85bUU8UF8YPFhNYJXt3d,spotify:track:4H85bUU8UF8YPFhNYJXt3d,https://api.spotify.com/v1/tracks/4H85bUU8UF8YPFhNYJXt3d,https://api.spotify.com/v1/audio-analysis/4H85bUU8UF8YPFhNYJXt3d,185407,4,Razors Edge,Momentary Masters
0.499,0.728,8,-4.922,0,0.385,0.235,0,0.686,0.853,96.089,audio_features,3ZWc3Bm8eUMRRJhSWKHHeV,spotify:track:3ZWc3Bm8eUMRRJhSWKHHeV,https://api.spotify.com/v1/tracks/3ZWc3Bm8eUMRRJhSWKHHeV,https://api.spotify.com/v1/audio-analysis/3ZWc3Bm8eUMRRJhSWKHHeV,135067,4,THAT'S THAT,BORN LIKE THIS
0.561,0.569,6,-9.682,1,0.0289,0.365,0.611,0.109,0.53,103.705,audio_features,718purgMpFb2Axhuz0Hbq1,spotify:track:718purgMpFb2Axhuz0Hbq1,https://api.spotify.com/v1/tracks/718purgMpFb2Axhuz0Hbq1,https://api.spotify.com/v1/audio-analysis/718purgMpFb2Axhuz0Hbq1,216787,4,Chances,Comedown Machine
0.667,0.634,9,-10.541,1,0.271,0.312,0,0.0956,0.512,139.755,audio_features,08u83xFnbotiLYfptooHGt,spotify:track:08u83xFnbotiLYfptooHGt,https://api.spotify.com/v1/tracks/08u83xFnbotiLYfptooHGt,https://api.spotify.com/v1/audio-analysis/08u83xFnbotiLYfptooHGt,211409,4,Qualifiers,Dark Comedy
0.683,0.86,7,-7.317,1,0.31,0.0117,0.000379,0.356,0.298,143.311,audio_features,7fjLBPTsQrbkV2WRedi2bw,spotify:track:7fjLBPTsQrbkV2WRedi2bw,https://api.spotify.com/v1/tracks/7fjLBPTsQrbkV2WRedi2bw,https://api.spotify.com/v1/audio-analysis/7fjLBPTsQrbkV2WRedi2bw,175357,4,Ziggy Starfish (Anxiety Raps) [feat. Gold Panda],A Special Episode - EP
0.618,0.67,4,-8.034,0,0.15,0.136,0.000116,0.169,0.214,143.059,audio_features,0o1OgAV4hlV6SKemtsQ4R4,spotify:track:0o1OgAV4hlV6SKemtsQ4R4,https://api.spotify.com/v1/tracks/0o1OgAV4hlV6SKemtsQ4R4,https://api.spotify.com/v1/audio-analysis/0o1OgAV4hlV6SKemtsQ4R4,315565,4,Worlds to Run,Thumbs
0.764,0.412,9,-7.291,0,0.033,0.00358,0.452,0.143,0.603,119.953,audio_features,0WNo7oGkfjgbMRLrTa8Nqy,spotify:track:0WNo7oGkfjgbMRLrTa8Nqy,https://api.spotify.com/v1/tracks/0WNo7oGkfjgbMRLrTa8Nqy,https://api.spotify.com/v1/audio-analysis/0WNo7oGkfjgbMRLrTa8Nqy,197142,4,Calling You All Night,Lounge Lovers on Standby
0.591,0.854,4,-5.579,0,0.0323,0.000171,0.327,0.075,0.644,118.976,audio_features,2eEUSZJJ9UCUTaEOkm7pUN,spotify:track:2eEUSZJJ9UCUTaEOkm7pUN,https://api.spotify.com/v1/tracks/2eEUSZJJ9UCUTaEOkm7pUN,https://api.spotify.com/v1/audio-analysis/2eEUSZJJ9UCUTaEOkm7pUN,228907,4,My Kind of Crisis,Today Is History
0.663,0.751,6,-5.815,0,0.0248,0.0113,0.119,0.443,0.644,112.028,audio_features,3Hjw18zl0HE71aGgSo8Jcm,spotify:track:3Hjw18zl0HE71aGgSo8Jcm,https://api.spotify.com/v1/tracks/3Hjw18zl0HE71aGgSo8Jcm,https://api.spotify.com/v1/audio-analysis/3Hjw18zl0HE71aGgSo8Jcm,240655,4,Rewind,Rewind
0.78,0.599,1,-6.447,1,0.286,0.18,0,0.0549,0.585,92.261,audio_features,7prM6PuZ5psmHNKhpznKbP,spotify:track:7prM6PuZ5psmHNKhpznKbP,https://api.spotify.com/v1/tracks/7prM6PuZ5psmHNKhpznKbP,https://api.spotify.com/v1/audio-analysis/7prM6PuZ5psmHNKhpznKbP,316933,4,Thieves In The Night,Mos Def & Talib Kweli Are Black Star
0.477,0.686,10,-7.386,1,0.303,0.813,0,0.288,0.487,83.611,audio_features,1eFktbY25CGTb0BDYKRsUo,spotify:track:1eFktbY25CGTb0BDYKRsUo,https://api.spotify.com/v1/tracks/1eFktbY25CGTb0BDYKRsUo,https://api.spotify.com/v1/audio-analysis/1eFktbY25CGTb0BDYKRsUo,218203,4,The Otherground Pizza Party,things that happen at day // things that happen at night
0.613,0.724,9,-4.798,0,0.0305,0.0136,0,0.12,0.626,110.076,audio_features,2ZQ3CJY6iddn38oOoPGKfb,spotify:track:2ZQ3CJY6iddn38oOoPGKfb,https://api.spotify.com/v1/tracks/2ZQ3CJY6iddn38oOoPGKfb,https://api.spotify.com/v1/audio-analysis/2ZQ3CJY6iddn38oOoPGKfb,251375,4,Night Ride,City Club
0.544,0.241,4,-14.779,0,0.03,0.983,0.774,0.101,0.359,109.437,audio_features,3Y4rUyw7XBCK6hGHCOt6rp,spotify:track:3Y4rUyw7XBCK6hGHCOt6rp,https://api.spotify.com/v1/tracks/3Y4rUyw7XBCK6hGHCOt6rp,https://api.spotify.com/v1/audio-analysis/3Y4rUyw7XBCK6hGHCOt6rp,204773,4,"Call It Fate, Call It Karma",Comedown Machine
0.703,0.79,8,-4.212,1,0.0807,0.0115,9.59E-06,0.352,0.635,135.362,audio_features,1NGodWzGlxxkOrgqHO6g3K,spotify:track:1NGodWzGlxxkOrgqHO6g3K,https://api.spotify.com/v1/tracks/1NGodWzGlxxkOrgqHO6g3K,https://api.spotify.com/v1/audio-analysis/1NGodWzGlxxkOrgqHO6g3K,223633,4,The Eternal Tao,The Eternal Tao
0.554,0.498,9,-8.866,1,0.0685,0.23,5.98E-06,0.795,0.413,79.635,audio_features,5hVghJ4KaYES3BFUATCYn0,spotify:track:5hVghJ4KaYES3BFUATCYn0,https://api.spotify.com/v1/tracks/5hVghJ4KaYES3BFUATCYn0,https://api.spotify.com/v1/audio-analysis/5hVghJ4KaYES3BFUATCYn0,190067,4,EARFQUAKE,IGOR
0.472,0.448,6,-7.272,0,0.326,0.113,0,0.0914,0.636,166.077,audio_features,2ZltjIqztEpZtafc8w0I9t,spotify:track:2ZltjIqztEpZtafc8w0I9t,https://api.spotify.com/v1/tracks/2ZltjIqztEpZtafc8w0I9t,https://api.spotify.com/v1/audio-analysis/2ZltjIqztEpZtafc8w0I9t,234215,4,3005,Because the Internet
0.537,0.876,10,-5.621,0,0.0843,0.125,0.00675,0.29,0.842,122.722,audio_features,6w9Ob2zjMx1o614BI9wZsI,spotify:track:6w9Ob2zjMx1o614BI9wZsI,https://api.spotify.com/v1/tracks/6w9Ob2zjMx1o614BI9wZsI,https://api.spotify.com/v1/audio-analysis/6w9Ob2zjMx1o614BI9wZsI,346828,4,Plastic Love,Broken Love
0.648,0.678,2,-7.899,1,0.387,0.405,0,0.149,0.907,78.579,audio_features,5tbk2TtmG9905obtPrbK4O,spotify:track:5tbk2TtmG9905obtPrbK4O,https://api.spotify.com/v1/tracks/5tbk2TtmG9905obtPrbK4O,https://api.spotify.com/v1/audio-analysis/5tbk2TtmG9905obtPrbK4O,218719,4,Much,Thumbs
0.312,0.929,11,-5.264,0,0.113,0.0232,0.0893,0.203,0.335,104.666,audio_features,0eLiaA1XEtztloEOdTgAeX,spotify:track:0eLiaA1XEtztloEOdTgAeX,https://api.spotify.com/v1/tracks/0eLiaA1XEtztloEOdTgAeX,https://api.spotify.com/v1/audio-analysis/0eLiaA1XEtztloEOdTgAeX,382836,4,Dare I Care,Tyranny
0.533,0.794,1,-4.687,0,0.0371,0.154,0.888,0.106,0.623,120.207,audio_features,0hmxVkpxbcdHAXUoZ7DeCQ,spotify:track:0hmxVkpxbcdHAXUoZ7DeCQ,https://api.spotify.com/v1/tracks/0hmxVkpxbcdHAXUoZ7DeCQ,https://api.spotify.com/v1/audio-analysis/0hmxVkpxbcdHAXUoZ7DeCQ,296939,4,Did My Best,Did My Best
0.76,0.479,2,-5.574,1,0.0466,0.556,0,0.0703,0.913,89.911,audio_features,3KkXRkHbMCARz0aVfEt68P,spotify:track:3KkXRkHbMCARz0aVfEt68P,https://api.spotify.com/v1/tracks/3KkXRkHbMCARz0aVfEt68P,https://api.spotify.com/v1/audio-analysis/3KkXRkHbMCARz0aVfEt68P,158040,4,Sunflower - Spider-Man: Into the Spider-Verse,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture)
0.613,0.94,9,-5.566,1,0.198,0.00896,0,0.83,0.35,94.957,audio_features,6rkV9hz91Rr5iHnMRPZdEQ,spotify:track:6rkV9hz91Rr5iHnMRPZdEQ,https://api.spotify.com/v1/tracks/6rkV9hz91Rr5iHnMRPZdEQ,https://api.spotify.com/v1/audio-analysis/6rkV9hz91Rr5iHnMRPZdEQ,151773,4,Vaudeville Villain,Vaudeville Villain
0.758,0.531,6,-9.617,0,0.406,0.377,0,0.15,0.587,84.067,audio_features,4i4P1ACAeWcyJTxQSd0prx,spotify:track:4i4P1ACAeWcyJTxQSd0prx,https://api.spotify.com/v1/tracks/4i4P1ACAeWcyJTxQSd0prx,https://api.spotify.com/v1/audio-analysis/4i4P1ACAeWcyJTxQSd0prx,267440,4,Can I Watch? (feat. Apani B as Nikki),Vaudeville Villain
0.606,0.856,4,-7.817,0,0.32,0.587,0.000333,0.421,0.327,96.05,audio_features,63Iv8NhccFc2qXgIsrDo4Q,spotify:track:63Iv8NhccFc2qXgIsrDo4Q,https://api.spotify.com/v1/tracks/63Iv8NhccFc2qXgIsrDo4Q,https://api.spotify.com/v1/audio-analysis/63Iv8NhccFc2qXgIsrDo4Q,154587,4,Lactose and Lecithin,Vaudeville Villain
0.598,0.584,11,-7.183,1,0.277,0.28,0.000359,0.152,0.233,124.686,audio_features,0uP17B2t9Px8qBTgFl6Z1g,spotify:track:0uP17B2t9Px8qBTgFl6Z1g,https://api.spotify.com/v1/tracks/0uP17B2t9Px8qBTgFl6Z1g,https://api.spotify.com/v1/audio-analysis/0uP17B2t9Px8qBTgFl6Z1g,200752,4,Hymnal,Brick Body Kids Still Daydream
0.358,0.889,1,-8.045,1,0.335,0.266,1.46E-05,0.172,0.666,85.61,audio_features,1Y2ExJJ9Dmb9po8K0ybSj3,spotify:track:1Y2ExJJ9Dmb9po8K0ybSj3,https://api.spotify.com/v1/tracks/1Y2ExJJ9Dmb9po8K0ybSj3,https://api.spotify.com/v1/audio-analysis/1Y2ExJJ9Dmb9po8K0ybSj3,130480,4,All Caps,Madvillainy
0.603,0.827,10,-5.677,0,0.217,0.147,0,0.393,0.846,93.01,audio_features,07nA7gafu75RjIkAUxtjjr,spotify:track:07nA7gafu75RjIkAUxtjjr,https://api.spotify.com/v1/tracks/07nA7gafu75RjIkAUxtjjr,https://api.spotify.com/v1/audio-analysis/07nA7gafu75RjIkAUxtjjr,168013,4,Vomitspit,MM...FOOD
0.521,0.446,0,-7.696,1,0.0354,0.827,0.000102,0.343,0.33,113.78,audio_features,1k4OsQujxXPLij0ZsTFlMx,spotify:track:1k4OsQujxXPLij0ZsTFlMx,https://api.spotify.com/v1/tracks/1k4OsQujxXPLij0ZsTFlMx,https://api.spotify.com/v1/audio-analysis/1k4OsQujxXPLij0ZsTFlMx,203667,4,"I'll Try Anything Once - Live From Electric Lady Studios for WRXP, New York",Live From Electric Lady Studios/WRXP New York
0.762,0.744,1,-5.687,1,0.143,0.00308,0.178,0.0684,0.652,100.109,audio_features,2cMmlJaE8T2JVdptokAm2c,spotify:track:2cMmlJaE8T2JVdptokAm2c,https://api.spotify.com/v1/tracks/2cMmlJaE8T2JVdptokAm2c,https://api.spotify.com/v1/audio-analysis/2cMmlJaE8T2JVdptokAm2c,88142,4,No Tony (feat. Phra),All Wet
0.647,0.669,6,-7.874,1,0.282,0.0823,0,0.342,0.553,96.269,audio_features,12Lemsk6c6ohm9afZxYUBz,spotify:track:12Lemsk6c6ohm9afZxYUBz,https://api.spotify.com/v1/tracks/12Lemsk6c6ohm9afZxYUBz,https://api.spotify.com/v1/audio-analysis/12Lemsk6c6ohm9afZxYUBz,299627,4,Deep Fried Frenz,MM...FOOD
0.498,0.86,1,-7.358,1,0.426,0.213,0,0.993,0.649,95.016,audio_features,5XRO5KnH7OvMPElYl8QYkD,spotify:track:5XRO5KnH7OvMPElYl8QYkD,https://api.spotify.com/v1/tracks/5XRO5KnH7OvMPElYl8QYkD,https://api.spotify.com/v1/audio-analysis/5XRO5KnH7OvMPElYl8QYkD,193320,4,"Open Mic Nite, Pt. 2 (feat. Lord Sear & Hydro)",Vaudeville Villain
0.86,0.84,6,-7.781,0,0.29,0.0998,0,0.0778,0.822,95.409,audio_features,4tSLFGKiSO4O1d5aXJUpGJ,spotify:track:4tSLFGKiSO4O1d5aXJUpGJ,https://api.spotify.com/v1/tracks/4tSLFGKiSO4O1d5aXJUpGJ,https://api.spotify.com/v1/audio-analysis/4tSLFGKiSO4O1d5aXJUpGJ,298051,4,Doomsday,Operation Doomsday: Original Version Remastered
0.864,0.788,11,-6.566,0,0.299,0.152,0.000128,0.0799,0.896,87.941,audio_features,6O4zEx1kzm32mXlUIOthSw,spotify:track:6O4zEx1kzm32mXlUIOthSw,https://api.spotify.com/v1/tracks/6O4zEx1kzm32mXlUIOthSw,https://api.spotify.com/v1/audio-analysis/6O4zEx1kzm32mXlUIOthSw,242867,4,Corner Story,Future Development
0.623,0.371,6,-19.729,1,0.509,0.318,5.48E-05,0.104,0.324,70.189,audio_features,55fAj4qSvcmbwW0io4Wvhd,spotify:track:55fAj4qSvcmbwW0io4Wvhd,https://api.spotify.com/v1/tracks/55fAj4qSvcmbwW0io4Wvhd,https://api.spotify.com/v1/audio-analysis/55fAj4qSvcmbwW0io4Wvhd,274286,4,Slippery Slope,Free Sweatpants
0.758,0.845,2,-8.021,1,0.272,0.121,0,0.328,0.944,76.882,audio_features,1KcZRMyC2tSs3CMIsng9wx,spotify:track:1KcZRMyC2tSs3CMIsng9wx,https://api.spotify.com/v1/tracks/1KcZRMyC2tSs3CMIsng9wx,https://api.spotify.com/v1/audio-analysis/1KcZRMyC2tSs3CMIsng9wx,321507,4,Otha Fish,Bizarre Ride II The Pharcyde
0.728,0.832,7,-6.827,1,0.269,0.325,0,0.504,0.825,95.049,audio_features,25kGNSv0yGXZKaC79xzrvg,spotify:track:25kGNSv0yGXZKaC79xzrvg,https://api.spotify.com/v1/tracks/25kGNSv0yGXZKaC79xzrvg,https://api.spotify.com/v1/audio-analysis/25kGNSv0yGXZKaC79xzrvg,172893,4,Rapp Snitch Knishes feat. Mr. Fantastik,MM...FOOD
0.537,0.753,8,-9.441,1,0.35,0.328,1.52E-05,0.368,0.693,90.292,audio_features,6WnYONkaYOchkMXUz0Eu0W,spotify:track:6WnYONkaYOchkMXUz0Eu0W,https://api.spotify.com/v1/tracks/6WnYONkaYOchkMXUz0Eu0W,https://api.spotify.com/v1/audio-analysis/6WnYONkaYOchkMXUz0Eu0W,115827,4,Fancy Clown,Madvillainy
0.733,0.622,6,-7.689,0,0.14,0.324,0,0.165,0.729,143.934,audio_features,3qOkkP9JLltoUvaLjEXTmW,spotify:track:3qOkkP9JLltoUvaLjEXTmW,https://api.spotify.com/v1/tracks/3qOkkP9JLltoUvaLjEXTmW,https://api.spotify.com/v1/audio-analysis/3qOkkP9JLltoUvaLjEXTmW,169600,4,Gravy Train,Sensational
0.512,0.807,9,-4.629,1,0.324,0.0926,0,0.682,0.497,95.771,audio_features,7hZdzXAe5g7P23RAlnFFaB,spotify:track:7hZdzXAe5g7P23RAlnFFaB,https://api.spotify.com/v1/tracks/7hZdzXAe5g7P23RAlnFFaB,https://api.spotify.com/v1/audio-analysis/7hZdzXAe5g7P23RAlnFFaB,254666,4,GAZZILLION EAR,BORN LIKE THIS
0.542,0.45,7,-9.931,0,0.0361,0.558,6.43E-06,0.579,0.626,144.437,audio_features,58E1XVmZTODC67YNjneuXM,spotify:track:58E1XVmZTODC67YNjneuXM,https://api.spotify.com/v1/tracks/58E1XVmZTODC67YNjneuXM,https://api.spotify.com/v1/audio-analysis/58E1XVmZTODC67YNjneuXM,153840,4,Tainted Love,Non-Stop Erotic Cabaret
0.899,0.459,6,-15.557,0,0.0366,0.322,0.00406,0.165,0.962,115.09,audio_features,5hXEcqQhEjfZdbIZLO8mf2,spotify:track:5hXEcqQhEjfZdbIZLO8mf2,https://api.spotify.com/v1/tracks/5hXEcqQhEjfZdbIZLO8mf2,https://api.spotify.com/v1/audio-analysis/5hXEcqQhEjfZdbIZLO8mf2,302693,4,Everything She Wants,Make It Big
0.267,0.516,6,-8.936,0,0.0548,0.272,0,0.192,0.272,179.562,audio_features,2e3g8go386Zn6EyIz60Ci9,spotify:track:2e3g8go386Zn6EyIz60Ci9,https://api.spotify.com/v1/tracks/2e3g8go386Zn6EyIz60Ci9,https://api.spotify.com/v1/audio-analysis/2e3g8go386Zn6EyIz60Ci9,177080,4,Snake Eater,METAL GEAR 20th ANNIVERSARY METAL GEAR MUSIC COLLECTION
0.195,0.323,0,-14.438,1,0.0331,0.676,0.366,0.593,0.0755,97.417,audio_features,6tGtkJtXZytZhugipYJTCj,spotify:track:6tGtkJtXZytZhugipYJTCj,https://api.spotify.com/v1/tracks/6tGtkJtXZytZhugipYJTCj,https://api.spotify.com/v1/audio-analysis/6tGtkJtXZytZhugipYJTCj,302507,4,The Trio - 2004 Remaster,"The Good, The Bad And The Ugly [Original Motion Picture Soundtrack / (Remastered & Expanded)]"
0.162,0.39,9,-13.83,0,0.0469,0.295,1.04E-06,0.159,0.104,87.769,audio_features,1ZcN6PlhKWUacWjDC7uRsB,spotify:track:1ZcN6PlhKWUacWjDC7uRsB,https://api.spotify.com/v1/tracks/1ZcN6PlhKWUacWjDC7uRsB,https://api.spotify.com/v1/audio-analysis/1ZcN6PlhKWUacWjDC7uRsB,294000,4,Sins of The Father,METAL GEAR SOLID Ⅴ ORIGINAL SOUNDTRACK SELECTION
0.679,0.485,0,-7.837,1,0.0278,0.215,0,0.0901,0.64,97.356,audio_features,35ycG8vBnHjAfw1Q5WDl76,spotify:track:35ycG8vBnHjAfw1Q5WDl76,https://api.spotify.com/v1/tracks/35ycG8vBnHjAfw1Q5WDl76,https://api.spotify.com/v1/audio-analysis/35ycG8vBnHjAfw1Q5WDl76,248773,4,People Ii: The Reckoning,People Who Can Eat People Are the Luckiest People in the World
0.679,0.333,9,-6.674,0,0.0298,0.6,0,0.0774,0.845,147.02,audio_features,3eG1hZzHlXvLMaSzlltbLA,spotify:track:3eG1hZzHlXvLMaSzlltbLA,https://api.spotify.com/v1/tracks/3eG1hZzHlXvLMaSzlltbLA,https://api.spotify.com/v1/audio-analysis/3eG1hZzHlXvLMaSzlltbLA,184533,3,A Song Dedicated to the Memory of Stormy the Rabbit,People Who Can Eat People Are the Luckiest People in the World
0.306,0.823,7,-6.437,1,0.0511,0.00524,0.0342,0.122,0.0344,120.19,audio_features,3vkyJalLj2crZjBg3YN5jm,spotify:track:3vkyJalLj2crZjBg3YN5jm,https://api.spotify.com/v1/tracks/3vkyJalLj2crZjBg3YN5jm,https://api.spotify.com/v1/audio-analysis/3vkyJalLj2crZjBg3YN5jm,143373,4,We Didn't Come Here to Rock,Can't Maintain
0.624,0.931,11,-9.988,0,0.116,0.000899,0.00144,0.0631,0.141,119.887,audio_features,2E9wKgL8NN7Tvydqcjoh7v,spotify:track:2E9wKgL8NN7Tvydqcjoh7v,https://api.spotify.com/v1/tracks/2E9wKgL8NN7Tvydqcjoh7v,https://api.spotify.com/v1/audio-analysis/2E9wKgL8NN7Tvydqcjoh7v,205133,4,Instant Karma! (We All Shine On) - Remastered 2010,Gimme Some Truth
0.553,0.576,0,-13.458,1,0.0304,0.191,0.00664,0.0365,0.457,109.827,audio_features,3Xls4cNOwy01dtrNXb1inG,spotify:track:3Xls4cNOwy01dtrNXb1inG,https://api.spotify.com/v1/tracks/3Xls4cNOwy01dtrNXb1inG,https://api.spotify.com/v1/audio-analysis/3Xls4cNOwy01dtrNXb1inG,298333,4,White Room,Wheels Of Fire
0.539,0.866,0,-8.404,1,0.0483,0.0866,0.00414,0.0953,0.761,130.345,audio_features,62p6fF2r4NY6pwZbxxvmr8,spotify:track:62p6fF2r4NY6pwZbxxvmr8,https://api.spotify.com/v1/tracks/62p6fF2r4NY6pwZbxxvmr8,https://api.spotify.com/v1/audio-analysis/62p6fF2r4NY6pwZbxxvmr8,372893,4,Fool in the Rain - 1990 Remaster,In Through the out Door (1994 Remaster)
0.467,0.367,9,-8.164,1,0.0298,0.771,2.27E-05,0.0847,0.205,70.856,audio_features,3SPcBPzvbmWLl8NU5efx4W,spotify:track:3SPcBPzvbmWLl8NU5efx4W,https://api.spotify.com/v1/tracks/3SPcBPzvbmWLl8NU5efx4W,https://api.spotify.com/v1/audio-analysis/3SPcBPzvbmWLl8NU5efx4W,280360,4,Telephone Line,A New World Record
0.328,0.206,5,-13.57,1,0.0371,0.0999,0.905,0.368,0.0513,109.511,audio_features,3uq0KsaRzTtqwDYLdV3zON,spotify:track:3uq0KsaRzTtqwDYLdV3zON,https://api.spotify.com/v1/tracks/3uq0KsaRzTtqwDYLdV3zON,https://api.spotify.com/v1/audio-analysis/3uq0KsaRzTtqwDYLdV3zON,186094,4,Concerto for Philodendron & Pothos,Mother Earth's Plantasia
0.663,0.751,6,-5.815,0,0.0248,0.0113,0.119,0.443,0.644,112.028,audio_features,6LR0umY2XFQv7FybMUf7cW,spotify:track:6LR0umY2XFQv7FybMUf7cW,https://api.spotify.com/v1/tracks/6LR0umY2XFQv7FybMUf7cW,https://api.spotify.com/v1/audio-analysis/6LR0umY2XFQv7FybMUf7cW,240655,4,Rewind,What Happened
0.49,0.632,11,-8.898,0,0.406,0.73,0.252,0.127,0.372,90.568,audio_features,6YN4XKUaE8HtqL5S1sZXC9,spotify:track:6YN4XKUaE8HtqL5S1sZXC9,https://api.spotify.com/v1/tracks/6YN4XKUaE8HtqL5S1sZXC9,https://api.spotify.com/v1/audio-analysis/6YN4XKUaE8HtqL5S1sZXC9,176865,4,Shiki No Uta,Shiki No Uta
0.445,0.384,10,-14.642,1,0.0417,0.635,7.74E-05,0.0539,0.216,123.295,audio_features,3ZE3wv8V3w2T2f7nOCjV0N,spotify:track:3ZE3wv8V3w2T2f7nOCjV0N,https://api.spotify.com/v1/tracks/3ZE3wv8V3w2T2f7nOCjV0N,https://api.spotify.com/v1/audio-analysis/3ZE3wv8V3w2T2f7nOCjV0N,235987,4,Life on Mars? - 2015 Remaster,Hunky Dory (2015 Remaster)
0.573,0.65,8,-5.934,1,0.0257,0.201,1.58E-06,0.048,0.346,95.1,audio_features,2CIDqYfIYfl9vx02wIyCG9,spotify:track:2CIDqYfIYfl9vx02wIyCG9,https://api.spotify.com/v1/tracks/2CIDqYfIYfl9vx02wIyCG9,https://api.spotify.com/v1/audio-analysis/2CIDqYfIYfl9vx02wIyCG9,272840,4,All Through the Night,She's So Unusual
0.506,0.604,9,-4.179,1,0.0283,0.0138,0.427,0.0435,0.347,110.921,audio_features,4yVixayMpxm2MUGOePA192,spotify:track:4yVixayMpxm2MUGOePA192,https://api.spotify.com/v1/tracks/4yVixayMpxm2MUGOePA192,https://api.spotify.com/v1/audio-analysis/4yVixayMpxm2MUGOePA192,221627,4,Modern Girls & Old Fashion Men,Modern Girls & Old Fashion Men
