track_name,artist_name,track_id,saved,simplified_genre
Reptilia,The Strokes,1Sl4OsD0F6Iy91YBDQyOzl,TRUE,rock
The End Has No End,The Strokes,5aAOtPhYRXlBE5H3mboB8v,FALSE,rock
The Adults Are Talking,The Strokes,5ruzrDWcT0vuJIOMW7gMnW,FALSE,rock
"Alone, Together - Home Recording - Someday B-Side",The Strokes,4Nv3DAqf83IReHmClSH00V,TRUE,rock
15 Minutes,The Strokes,0Sqi2XLLVk5JGfZnFnidM2,FALSE,rock
Gratisfaction,The Strokes,69YCkfZS0aOjEUPwQ4zCZ9,FALSE,rock
The Modern Age - Rough Trade Version,The Strokes,5KIYVXGdws1ZhZYNJHo0st,TRUE,rock
Is This It - Home Recording,The Strokes,1eRgKMvLN8Dfoec8G2slAG,FALSE,rock
Under Cover of Darkness,The Strokes,6u0x5ad9ewHvs3z6u9Oe3c,TRUE,rock
"Alone, Together - Home Recording",The Strokes,7qDiRYJqParOH6E7FFfmnx,TRUE,rock
Modern Girls & Old Fashion Men - Reptilia B-Side,The Strokes,5hNW46qZA7BcZ2qf6lbhNm,TRUE,rock
Biomega,No Buses,4n9mFpdyJDPUcSJplVQUsq,FALSE,rock
Ill Humor,No Buses,3ZWPE72rn7gB2uHFe5s0HJ,FALSE,rock
Sleepswimming,No Buses,5PgROOq39N1n8QfTDEvIuO,FALSE,rock
Ecohh,No Buses,7kMPe6SLVPtqJcrvvsNHTQ,FALSE,rock
Having a Headache,No Buses,1QinYnsNApMjbqaciWrhks,FALSE,rock
Very Lucky,No Buses,37d4pBYZsEOocIWc9627f4,FALSE,rock
Is It Strange,No Buses,4vd7dalFypovm2sfpbWcge,FALSE,rock
Home,No Buses,7GbNB9IGxXN9QiX8x83TXI,FALSE,rock
Girl,No Buses,2ysUlv7HWK44iY0R9FOJrp,FALSE,rock
Ecohh (Cwondo Remix),No Buses,7bTDl9bcfayySfGHZtvXPn,FALSE,rock
Dirty Feeling,No Buses,0KLBbT8m50m9XJg10yRv9s,FALSE,rock
Little Boy,No Buses,3dwwFGgHTng2uY6ScnSJHD,FALSE,rock
Yellow Card,No Buses,3Z9mBULpFX6nXLSprYJJdf,FALSE,rock
Not Healthy,No Buses,1QQtx4HGUxa6M2VHl80Phe,FALSE,rock
Rubbish:),No Buses,6UpD7gddWzNbCaxpJAsDOm,FALSE,rock
Home,No Buses,68d7uzqAa2MmJqBZxpVK2v,FALSE,rock
Them Us You Me,No Buses,3KHBNhUmAoyb3AEbWgVYjd,FALSE,rock
Stopstopstop,No Buses,7anlKmDzahsUb5dlDhrYYr,FALSE,rock
Freezin,No Buses,4sN3qkMA28Jb5eEGCx950l,FALSE,rock
Medicine,No Buses,0h7zevaLk8OdTcnjlY95dk,FALSE,rock
Non Fiction feat. No Buses,No Buses,4KOCRs3qRTJ4XlsVF2WuqY,FALSE,rock
Number Four or Five,No Buses,3VMuTwStYt5FsacVTL9Vjc,FALSE,rock
Cup of Coffee,No Buses,3Qykcp42F5WogF6jonxOqK,FALSE,rock
I'm With You,No Buses,6saLahiLYYPH5yHLuGNnB5,FALSE,rock
Little boy,No Buses,257bU0L8oXotkwxQJp0Mhc,FALSE,rock
I'm With You,No Buses,2K4goyAH4A39JmYjS2tTTB,FALSE,rock
Cut My Nails,No Buses,3h1hmSl20HL3a8ewUk9lOW,FALSE,rock
Daydream Believer feat. BIM,No Buses,4fA0MAm36U4x4B3gb9qE36,FALSE,rock
Having a Headache,No Buses,5vCNNlX4hmGAfrXBQ20I6R,FALSE,rock
Eyes,No Buses,5hztfJs7VAjS4c4IWc3lZc,FALSE,rock
Mate,No Buses,6bfHB4JYgC1v97eOaNnTVu,FALSE,rock
Sunbeetle,No Buses,4nrdKOChOn750sd3tI40OE,FALSE,rock
"Slip, Fall, Sleep",No Buses,51pRq5I1NMSMQ8naIsOedi,FALSE,rock
Imagine Siblings,No Buses,7AeBTIROhr9YpDXsvDB4Cv,FALSE,rock
Untouchable You,No Buses,53Gs2a7kV4h6tBN0fCTtUY,FALSE,rock
Rat,No Buses,1gXieiDJESAcwlURV5kcyW,FALSE,rock
Them Us You Me,No Buses,6cqBjJ92lGcDyjmmfOCeoH,FALSE,rock
Number Four or Five‬,No Buses,6CPwLDN1ehfaxK4Johttnf,FALSE,rock
In Stomach,No Buses,4qDclFiEYgZDtDtUNRw9ia,FALSE,rock
Playground,No Buses,72jEtpl7twzofNIyFfp1bb,FALSE,rock
Imagine Siblings,No Buses,6aj8st3uEe2aTRD4rwLA4z,FALSE,rock
Distance,No Buses,0QQgeIpfDpTOAialgKCuFA,FALSE,rock
Ecohh,No Buses,5558KQJ6tyN81oaErXeURp,FALSE,rock
When You Sleep With Your Son,No Buses,16lJW19oFOzqOcRlCGzJxX,FALSE,rock
Preparing,No Buses,4rHiOSXNVE4v6HZiZr34DG,FALSE,rock
Darlin',Albert Hammond Jr,6OzItOQCgdMMix74kOf31g,FALSE,rock
Miss Myrtle,Albert Hammond Jr,43IlCBK2cZad6tcTBGLpx2,FALSE,rock
Caught by Night,Albert Hammond Jr,5nGef62Ji0C30wPcNd5KNJ,FALSE,rock
You Won't Be Fooled By This,Albert Hammond Jr,1u0BjNK65VQwCKdaTyePmy,FALSE,rock
Old Man,Albert Hammond Jr,3fqoz2MfAblJZ9f6Qqeh92,FALSE,rock
Memo of Hate,Albert Hammond Jr,5jEODYPcgs5triztwMuNzi,FALSE,rock
In My Room,Albert Hammond Jr,6guVmw4OAh99kOfEZVDubT,FALSE,rock
Automatic Line,Albert Hammond Jr,41fO5InWLWRCWlKUPExos8,FALSE,rock
Thirteen,Albert Hammond Jr,0eeSVxgRjTvfTgTiUkqJo1,FALSE,rock
Remember (feat. Rainsford),Albert Hammond Jr,6cfZvtJGwuTS6nkIgSDg2D,FALSE,rock
One Chance,Albert Hammond Jr,7dVfdbkxtx1JF4W8aONqB1,FALSE,rock
St. Justice,Albert Hammond Jr,4GtIlIm1TVdaNBQV7BVHMf,FALSE,rock
Everyone Gets A Star,Albert Hammond Jr,1KwhVgmzdlVPDC8Lbiecmr,FALSE,rock
I Don't Wanna Talk (I Just Wanna Dance) (with Albert Hammond Jr),Albert Hammond Jr,74m08TdPELzPe1cuiBQpS7,FALSE,rock
Call An Ambulance,Albert Hammond Jr,3LGIBS7QEaL4yj5n1OoBFM,FALSE,rock
Postal Blowfish,Albert Hammond Jr,7Dr45LoaFCmzrIL6l23JqO,FALSE,rock
Libertude,Albert Hammond Jr,433SdiPjeeLJmpbBHNzsin,FALSE,rock
Home Again,Albert Hammond Jr,1B1DO1eB0LSq1t3warQYMB,FALSE,rock
Cartoon Music For Superheroes,Albert Hammond Jr,6iG6DX0JaoD8m7vWFYZbj0,FALSE,rock
Born Slippy,Albert Hammond Jr,19bMAtXBPyfq4265f0PHwI,FALSE,rock
Caught by My Shadow,Albert Hammond Jr,1W2ViUGBEyp02hg2p45mzL,TRUE,rock
Had to Try,Albert Hammond Jr,1zPUryzBOQVzsb9QUAFmuo,FALSE,rock
& So It Goes,Albert Hammond Jr,2IatB3gjeoMnfIR09SF8g1,FALSE,rock
818,Albert Hammond Jr,03KI9skAfLitNzANOWhZJi,FALSE,rock
Losing Touch,Albert Hammond Jr,48yfl8qnbAUn2IUD9SdPcK,FALSE,rock
Carnal Cruise,Albert Hammond Jr,27rb3NZzEwtqvpAVDtl5Q8,FALSE,rock
Scared,Albert Hammond Jr,70m4GpamaDOw5MHzMpny0H,FALSE,rock
Well...All Right,Albert Hammond Jr,6esm16qYDZSO1E31NUXkM3,FALSE,rock
Rude Customer,Albert Hammond Jr,2ahWtN0fVHwuAFzYND2Bkj,FALSE,rock
Coming to Getcha,Albert Hammond Jr,0tNy9gjEyyfllZJbqTOxJF,FALSE,rock
Power Hungry,Albert Hammond Jr,0RreziyADxhkv834LGS7oq,TRUE,rock
Feed Me Jack Or: How I Learned To Stop Worrying And Love Peter Sellers,Albert Hammond Jr,6jsxnTTR9WfFhQk7sc0WL1,FALSE,rock
100-99 (feat. GoldLink),Albert Hammond Jr,0HVyE6s3q5D90yurTKSU2k,TRUE,rock
I Got You,Albert Hammond Jr,70EwaQvGs1Vnx24QnyBl6y,FALSE,rock
Don't Think Twice,Albert Hammond Jr,11wztZpfxKnIh7aDU31NMo,FALSE,rock
I'd Never Leave,Albert Hammond Jr,5mmxaSH571f7Us6nIK4kVk,FALSE,rock
Holiday,Albert Hammond Jr,57zGEUi7RItvig0TG9AB0M,FALSE,rock
Blue Skies,Albert Hammond Jr,4z3UAD6I0qXm1duH18PYAZ,FALSE,rock
Never Stop,Albert Hammond Jr,6cK3DukeNN7JevtFId5HmI,FALSE,rock
"Harder, Harder, Harder",Albert Hammond Jr,3lvlih201lqiwHjgdNjSyC,FALSE,rock
Is This What You Wanted,The Last Shadow Puppets,2209mGyPW7XXCGL9JZ59z4,FALSE,rock
Two Hearts In Two Weeks,The Last Shadow Puppets,3Sf4dhdZfygePtMyxHObnh,FALSE,rock
Hang The Cyst,The Last Shadow Puppets,4brDfFEPFMddKoqNEgKXO2,FALSE,rock
"Paris Summer - Live From The Olympia Theatre, Paris",The Last Shadow Puppets,2ZjFbFWD45XNHdE1JEzzoe,FALSE,rock
Everything You’ve Come To Expect,The Last Shadow Puppets,01M9XvRcT8hEOf6NOLBHew,TRUE,rock
"My Little Red Book - Live From The New Theatre, Oxford",The Last Shadow Puppets,5v0sV5H9NsDDWxmea2m3cO,FALSE,rock
Miracle Aligner - Live from Spotify London,The Last Shadow Puppets,4WYlSXyqyeOXoOb98K5OnL,TRUE,rock
In The Heat Of The Morning,The Last Shadow Puppets,2pAm0eho3UtxAK1bsRuOK7,FALSE,rock
Wondrous Place,The Last Shadow Puppets,0rexlITgOonNpN9XjcgyRR,FALSE,rock
The Bourne Identity,The Last Shadow Puppets,2QrfU81khdENzp0NcE47q1,FALSE,rock
Is This What You Wanted,The Last Shadow Puppets,2H9E4Xr2WTabI9tPIsQKqU,FALSE,rock
Les Cactus,The Last Shadow Puppets,5NYbpv0lFOHfQZGUOD5oUh,FALSE,rock
The Dream Synopsis - The Dream Synopsis EP Version,The Last Shadow Puppets,13CnA6u8QoZ8B6PzGLjdbE,FALSE,rock
Separate And Ever Deadly,The Last Shadow Puppets,4zEQzXsUHwepnZRuBbJAhI,FALSE,rock
The Dream Synopsis,The Last Shadow Puppets,1iPeDwic3VEt0T75NyVoaG,FALSE,rock
Calm Like You,The Last Shadow Puppets,0b70nZ5kdm09VlyfHLNjlL,FALSE,rock
This Is Your Life,The Last Shadow Puppets,6CQ7dqOUCe89qYu27kHXB3,FALSE,rock
Aviation - The Dream Synopsis EP Version,The Last Shadow Puppets,48aKUI1UR8SfSdjgFvbqlb,TRUE,rock
Only The Truth,The Last Shadow Puppets,5Im1vDZEXph5f1vpoyiW8I,FALSE,rock
Black Plant,The Last Shadow Puppets,5Tel0VT0bHJyZnb058mZvU,FALSE,rock
Aviation,The Last Shadow Puppets,2cop62KNgi55QqIozb5bMf,TRUE,rock
Used To Be My Girl - Live from Spotify London,The Last Shadow Puppets,1BvZejGMFB5Zs4hr71FSTa,FALSE,rock
The Age Of The Understatement,The Last Shadow Puppets,4fsWlej0WwmeCIRYY5xIir,FALSE,rock
Totally Wired,The Last Shadow Puppets,1MSzrftNayxvVX2ePbtVPI,FALSE,rock
Les Cactus,The Last Shadow Puppets,4Wg7fFccdDBL1sJGiu14w7,FALSE,rock
Standing Next To Me - Live from Spotify London,The Last Shadow Puppets,0g2gPYkGXvcqXOHzF0cTQ5,TRUE,rock
Totally Wired,The Last Shadow Puppets,38RoSgh6vo5rhDIaCJXXPc,FALSE,rock
The Dream Synopsis - The Dream Synopsis EP Version,The Last Shadow Puppets,0ua8Dcxr87WQGUowaf0SFb,FALSE,rock
She Does The Woods,The Last Shadow Puppets,6S8vpYC4067FPhFteul9VN,FALSE,rock
This Is Your Life,The Last Shadow Puppets,4AFQUAnosARNkW5bvtxUzn,FALSE,rock
Aviation - The Dream Synopsis EP Version,The Last Shadow Puppets,3J9xa15svuxLKfGjm03fEy,TRUE,rock
Used To Be My Girl,The Last Shadow Puppets,4QzJg2N57KhY0tDVmEVIgU,FALSE,rock
In My Room,The Last Shadow Puppets,0fV4iqDDRSt0a4mnLdCGKa,FALSE,rock
Gas Dance,The Last Shadow Puppets,3GVF9xpMZfIWDjpOszCc0g,FALSE,rock
Miracle Aligner,The Last Shadow Puppets,4iwpCp7qdDLngGI3gsVTza,TRUE,rock
Time Has Come Again,The Last Shadow Puppets,4quZBn5FeJhJoucjer82IO,TRUE,rock
The Element Of Surprise,The Last Shadow Puppets,1JuflrFpkx9mhDwZ08Txx7,FALSE,rock
Aviation - Live from Spotify London,The Last Shadow Puppets,4CwQhBxpH5rQ5E0FuoRQwS,TRUE,rock
The Meeting Place,The Last Shadow Puppets,0RwXCC1iiZEfoKCtuGhrHS,TRUE,rock
Sequels,The Last Shadow Puppets,78erOJv3qHWFlZ0tHoVPY9,FALSE,rock
I Don't Like You Anymore,The Last Shadow Puppets,7duLhzl75tOnKU7oDIaZX9,FALSE,rock
The Chamber,The Last Shadow Puppets,1WCPVw8VEZNIBlldlcI6dU,FALSE,rock
The Age Of The Understatement,The Last Shadow Puppets,5WXMS6w7Gvb02b6bx4eBSF,FALSE,rock
joke!,SE SO NEON,4EBrCFj4IJh2Zz9Bvk5erJ,FALSE,rock
Gurumi,SE SO NEON,43EHL9kyeqvPxAimmnBw0D,FALSE,rock
Kidd,SE SO NEON,4h34AbncqepE1FkJQWvYyD,FALSE,rock
Black Sun (Inst.),SE SO NEON,2TjbH1dSr496qOW7ctAMn6,FALSE,rock
Summer Plumage,SE SO NEON,3P17aBqkoeW8tx9oZ1ubCF,TRUE,rock
Black Sun,SE SO NEON,6kYJO3yup0Qcqjla2Jc8j3,FALSE,rock
Cat - Digging Club Seoul Version,SE SO NEON,5fHrexpeOVtH1isXqnIHeu,FALSE,rock
Cat - Digging Club Seoul Version - Instrumental,SE SO NEON,4nKZFTZQ6yyas4NQDXfQEh,FALSE,rock
New Youth,SE SO NEON,5bZh97EswRz053YzhNQI9P,FALSE,rock
I'm Watching a Loneliness Just Arisen,SE SO NEON,2xfoFuQxQeEkQRgY3tF1JU,TRUE,rock
Permanent High School,The Voidz,4Ee6ZsyVepVsvObgYwzgH1,TRUE,rock
Coul as a Ghoul,The Voidz,27mtEHKWjpvCWYz1XUXge5,FALSE,rock
My Friend The Walls,The Voidz,62JrUht3IRKy4OovuZXfNS,TRUE,rock
Nintendo Blood,The Voidz,13KXeGtc1zYLzvPj3CgLcy,FALSE,rock
Xerox,The Voidz,0EH07hS7lnqoNnRet0g2oJ,FALSE,rock
Where no Eagles Fly,The Voidz,7yYCivEF5FGEaPGwJGqB0q,TRUE,rock
Think Before You Drink,The Voidz,7gwuLmdWVfHi35OU07U60N,TRUE,rock
Prophecy of the Dragon,The Voidz,6sDP5eAl2X2VZXc6vQfRJM,FALSE,rock
Take Me in Your Army,The Voidz,2Fqc3RHu9wA1mBhKLgejWp,FALSE,rock
M.utually A.ssured D.estruction,The Voidz,3znlqkw0V8tdXDhsCQcjIo,FALSE,rock
QYURRYUS,The Voidz,6pMRk6Tr05wmZSSINOqzE3,TRUE,rock
We're Where We Were,The Voidz,709TS0mvoyISKvljXUBcnD,FALSE,rock
All Wordz Are Made Up,The Voidz,703w4KHgdEcedIlNgOWqQ7,FALSE,rock
Infinity Repeating (2013 Demo) [feat. Julian Casablancas+The Voidz],The Voidz,6rMuHJjLnEQpBuc0TSkeFv,TRUE,rock
The Eternal Tao 2.0,The Voidz,6V3YD8Ozx3IvHSbIc4wypA,TRUE,rock
All Wordz Are Made Up,The Voidz,2Q7QUy1t3wHhoUWA7v9aYH,FALSE,rock
Crunch Punch,The Voidz,0zjJCu74zK2nPlmM4Cgz3A,TRUE,rock
QYURRYUS,The Voidz,7jEUVwkPK62K8Pl3bOvUtM,TRUE,rock
Business Dog,The Voidz,6hyDONyubATZ5eimv7ll62,FALSE,rock
Pointlessness,The Voidz,1OMyVgjCj8fHdwNZMt28eN,TRUE,rock
ALieNNatioN,The Voidz,7zpHInsypgrnY9zTeCXtI4,TRUE,rock
All the Same,The Voidz,2OPoTZy4WtLZeBuJpwmqh4,TRUE,rock
Pointlessness,The Voidz,7dn4oAQczf8YokcaHx8uvt,TRUE,rock
One of the Ones,The Voidz,4nVOB6SE1RxldJIzIEEsk0,FALSE,rock
Wink,The Voidz,6VFaZ3zgXaRbc79GRqhbBz,TRUE,rock
Black Hole,The Voidz,05ABdiQ8D9XLD5w431Hu4y,FALSE,rock
Off to War,The Voidz,6T6xt8yO6znhdN4TO6JDrw,FALSE,rock
ALieNNatioN,The Voidz,3qTJRoGe2sBzZMCFhn2Tj5,TRUE,rock
Body Paint,Arctic Monkeys,11jRCxY01k9jvCdUru0EeP,FALSE,rock
I Wanna Be Yours,Arctic Monkeys,5XeFesFbtLpXzIVDNQP22n,FALSE,rock
Body Paint,Arctic Monkeys,7A7FsIDnBMnz1PAnSOxUdh,FALSE,rock
She Looks Like Fun - Live,Arctic Monkeys,09NwfVvbphzx8H2VHskQAD,FALSE,rock
I Want It All,Arctic Monkeys,1j9rezdE3YeC7yktZXC1em,FALSE,rock
Perhaps Vampires Is A Bit Strong But…,Arctic Monkeys,6Slvi85s1hIaeykjvDe1xk,FALSE,rock
One Point Perspective - Live,Arctic Monkeys,4hZlP9bciuyeBMxPqYHR1C,FALSE,rock
Do I Wanna Know?,Arctic Monkeys,5FVd6KXrgO9B3JPmC8OPst,FALSE,rock
The Ultracheese,Arctic Monkeys,3PhbzvTllkq1rkULafc6ns,FALSE,rock
This House Is a Circus,Arctic Monkeys,7gPd55hW5pVjTm3H9S1Wbv,FALSE,rock
My Propeller,Arctic Monkeys,2hmHlBM0kPBm17Y7nVIW9f,FALSE,rock
Snap Out Of It,Arctic Monkeys,0NdTUS4UiNYCNn5FgVqKQY,FALSE,rock
She Looks Like Fun,Arctic Monkeys,60T4FDF1tTcFlXkI08FFhL,FALSE,rock
Potion Approaching,Arctic Monkeys,3RHHXwyRtskFx87sX80xEy,FALSE,rock
Tranquility Base Hotel & Casino,Arctic Monkeys,2URDbWGmPz3vhagl25p8OC,FALSE,rock
There’d Better Be A Mirrorball,Arctic Monkeys,03mHinvLdrdSTd7w4GPXwH,FALSE,rock
There’d Better Be A Mirrorball,Arctic Monkeys,1zx6GSqLYI2ynzAHnPRKBR,FALSE,rock
You Probably Couldn't See For The Lights But You Were Staring Straight At Me,Arctic Monkeys,111SaDBbcHW0zedi4RBHDp,FALSE,rock
Pretty Visitors,Arctic Monkeys,45n7uujqwmMyBMjBu9SwRu,FALSE,rock
Batphone,Arctic Monkeys,7aiKdAM9WYW3GzWSA9OXIl,FALSE,rock
Perfect Sense,Arctic Monkeys,0z5x3VmmQ7cyTeOP7VAf3T,FALSE,rock
R U Mine?,Arctic Monkeys,2AT8iROs4FQueDv2c8q2KE,TRUE,rock
One Point Perspective,Arctic Monkeys,1t67WYNfUxfOiwaz7SJ66b,FALSE,rock
Balaclava,Arctic Monkeys,11DdPGqDsM3ux1gVAqUIln,FALSE,rock
All My Own Stunts,Arctic Monkeys,7cRR82VFtvy3FeqIrjEeFy,FALSE,rock
She's Thunderstorms,Arctic Monkeys,5xw2cHVLw1rlDPp3cL9Zuv,FALSE,rock
Teddy Picker,Arctic Monkeys,4OkPamOn5GofkOQu64Z4eR,FALSE,rock
#NAME?,Arctic Monkeys,68H747D2LgwsPsPlVjFZUR,FALSE,rock
Cornerstone - Live,Arctic Monkeys,5F3cEp3T5zbvWtBsp2FVzp,TRUE,rock
Star Treatment,Arctic Monkeys,0b93tWwuoAC0nXe1CfR30I,FALSE,rock
Anyways,Arctic Monkeys,4PGWramunj3Bsz5UXCu4ex,FALSE,rock
Reckless Serenade,Arctic Monkeys,1bXLpqe49cqEpj88uPR4pu,FALSE,rock
505,Arctic Monkeys,58ge6dfP91o9oXMzq3XkIS,TRUE,rock
Black Treacle,Arctic Monkeys,63gVgNgFfZPO8hLAS3Mfbe,FALSE,rock
Stop The World I Wanna Get Off With You,Arctic Monkeys,2QUlMbvD9bL8wHqfsoqoet,FALSE,rock
Dance Little Liar,Arctic Monkeys,3u16Clmxz7dJpnQWXXynok,FALSE,rock
Jet Skis On The Moat,Arctic Monkeys,2HReNSxrMRcJ0cYMzKAJK6,FALSE,rock
Do I Wanna Know?,Arctic Monkeys,7xmwLmkoWpghkq8jyEhtbx,FALSE,rock
Do Me a Favour,Arctic Monkeys,13NCxLOlvQ4Tnexgfp03Gs,TRUE,rock
The View From The Afternoon - Live,Arctic Monkeys,6yZMhEmlZDbsH5ayXo0zaO,FALSE,rock
Do I Wanna Know? - Live,Arctic Monkeys,5zDoSmh06F7kjXGIHFhQzh,FALSE,rock
Brianstorm,Arctic Monkeys,5rTIpPWeO0IL4HWlGWrz5G,FALSE,rock
Do Me A Favour - Live,Arctic Monkeys,3d7DrmuuKPkJxvCX7G7pOZ,TRUE,rock
There’d Better Be A Mirrorball,Arctic Monkeys,4B4GwsjpJKPVN65J59ecfB,FALSE,rock
505 - Live,Arctic Monkeys,2G5groi1gsVNKFxYkmc66s,TRUE,rock
Broken Hearts Club,The Audiots,0AVf8IIYzGvRdp9xCr0YNh,FALSE,rock
Decipher,The Audiots,66Obk2ShRDos1Npz8l1J29,FALSE,rock
Dumb Love,The Audiots,18MNMsUBXAi86xZzrqThJo,FALSE,rock
Nakatomi Plaza,The Audiots,2mGiVC1OIePIY0bxMJZZTh,FALSE,rock
Dumb Love,The Audiots,1PLVJ9yVzVeNRnICb31ROQ,FALSE,rock
Room 23,The Audiots,1wnFxAYtZuNehtjFfEHTDJ,FALSE,rock
Pretty Girl on a Swing,The Audiots,68PrJPf1WHuwHgBSgXxjsH,FALSE,rock
"It's Not You, It's Them",The Audiots,3xkrtb9aXzVMc0lqS5DbsB,FALSE,rock
Say It Anyway,The Audiots,7GiOWQWPOjLTaFYuDb3JsV,FALSE,rock
If I Slip,The Audiots,3TTr1rVMV8gmJA2RmpKoTF,FALSE,rock
Anemoia,The Audiots,5aLVigITTFKAryPRwOo9Fa,FALSE,rock
I Need to Know,The Audiots,595ZfMp4eIXoVQTHACjf03,FALSE,rock
Too Much Pressure,The Audiots,0WZGy2FYt4OEqGXFg5DS0F,FALSE,rock
Lamento,The Audiots,5SYqlqEt9TXtzbWblXj7XR,FALSE,rock
Cream and Sugar,The Audiots,22vDUQ3bm3QCQ2N7NKXQRS,FALSE,rock
What Happened,The Audiots,3nLK4yYuPHhdF6geLhCHdk,FALSE,rock
When You,The Audiots,28UVropMwY5q6DrtnSIfaS,FALSE,rock
Into the Night,The Audiots,6erBVCnHDBfzJtLyNAZqF8,FALSE,rock
One More Reason,The Audiots,4elZDZc8KlbSDcu8mfGTXx,FALSE,rock
100 Percent of Showers,The Audiots,1J65ScvQNhqS735v6TDbEw,FALSE,rock
Not My Type,The Audiots,6OjfalfTRuuWL3outqrgXp,FALSE,rock
Take What You Want,The Audiots,64w7P6HzaRFbPP3vXKWrGD,FALSE,rock
D.O.A,The Audiots,4aajniizDHiNgeIWDqQz9H,FALSE,rock
Marked as Read,The Audiots,2PHsxt6YWaK0cIXsxdJ2g9,FALSE,rock
Spooky Dayz,The Audiots,67DxCnECY5J7RjKuvqIdYS,FALSE,rock
Homesick,The Audiots,2xduWRYIlBZ05gIIUsBiIR,FALSE,rock
Pretty Girl on a Swing,The Audiots,1hSqkYMr5RvftVQtUN2l6f,FALSE,rock
Tourist,Julian Casablancas,17XcDzWQ68mFZ4hzBeR1NY,FALSE,rock
Boy/Girl - Remix,Julian Casablancas,17f309WeNrwnd9vQxEsiF4,FALSE,rock
Ludlow St.,Julian Casablancas,0kxQTfplg7tjX5aOCrGDns,FALSE,rock
3D Flower,Julian Casablancas,2FyLwjOJpSu58u4EYkR66I,FALSE,rock
Christmas Treat,Julian Casablancas,1rpBhDKKyeyog3m1AQIxrJ,FALSE,rock
4 Chords of the Apocalypse,Julian Casablancas,3v6wxOTGPj9FUSsulj6UPi,FALSE,rock
Old Hollywood,Julian Casablancas,5FgZ25PYSECL184DZhPpe0,FALSE,rock
"Ludlow St. - Live From Electric Lady Studios for WRXP, New York",Julian Casablancas,0BlVs9ezrtwyiTH2lqHa90,FALSE,rock
Glass,Julian Casablancas,1eSNIUtkDHVOMSBpE1aOcq,FALSE,rock
Infinity Repeating (2013 Demo) [feat. Julian Casablancas+The Voidz],Julian Casablancas,6rMuHJjLnEQpBuc0TSkeFv,TRUE,rock
Boy/Girl,Julian Casablancas,2mVr7KSbg4iWQtyMZn8Cyq,FALSE,rock
Boy/Girl (Johnny Hostile Remix),Julian Casablancas,33NcAeSCcdMbpQpUe7PUjm,FALSE,rock
Left & Right in the Dark,Julian Casablancas,5GWcdCeWCiFK0EcQBmDEk6,TRUE,rock
Christmas Treat,Julian Casablancas,4Ie4u5mxn53KoPuEn928Gr,FALSE,rock
Out of the Blue,Julian Casablancas,2wv4KppBgQlNleDaE3DGvW,FALSE,rock
11th Dimension,Julian Casablancas,10thiO3wUYUguz1VvkIiVN,TRUE,rock
"Out of the Blue - Live From Electric Lady Studios for WRXP, New York",Julian Casablancas,2ugCmuGp9NGxYrUdByvlyI,FALSE,rock
Out of the Blue,Julian Casablancas,507Z8HdRGcRExCKrc3jcp2,FALSE,rock
Old Hollywood,Julian Casablancas,4X1TGPZA0ZYM3rgbMnNqtd,FALSE,rock
Boy/Girl,Julian Casablancas,47Fp9HBOUEeTqPvy08a865,FALSE,rock
11th Dimension,Julian Casablancas,0DriQnN8udBkSpQjg9L7u2,TRUE,rock
DARE - Soulwax Remix,Gorillaz,3BK3FS5ndEMAH7OJZSs1HY,FALSE,rock
Superfast Jellyfish (feat. Gruff Rhys and De La Soul),Gorillaz,1UJNbgfTzG1gZZTWFJdMf1,FALSE,rock
Andromeda (feat. DRAM),Gorillaz,2C0KFbb4v9CNWR5c9jWcKC,FALSE,rock
Spitting out the Demons,Gorillaz,087otJT7SXmRp9UQMAC1y8,FALSE,rock
Revolving Doors,Gorillaz,4IekHBYUwUNLILgA9R22OD,FALSE,rock
19-2000,Gorillaz,1kSWrMDt439cT64WpjJigW,FALSE,rock
The Swagga,Gorillaz,3awDSLfoDtO4dqHAIZlTSU,FALSE,rock
Don't Get Lost in Heaven - Original Demo,Gorillaz,1coSVe1Y2WqgoGBdXgQK54,FALSE,rock
Lake Zurich,Gorillaz,0RC23Ua9z3HUD9ssrX2VGj,FALSE,rock
Welcome to the World of the Plastic Beach (feat. Snoop Dogg and Hypnotic Brass Ensemble),Gorillaz,46WOptLnXUtH3LOyYvmMO1,FALSE,rock
Strictly Rubbadub,Gorillaz,3m3d8ZeN76SFSLRca3Od1K,FALSE,rock
Aspen Forest,Gorillaz,0KeMHlFziLlmw5AVLpI3L2,FALSE,rock
Silent Running (feat. Adeleye Omotayo) [2D Piano Version],Gorillaz,4zcXwePxXk3SkjaPwOZ3TO,FALSE,rock
Dead Butterflies (feat. Kano and Roxani Arias),Gorillaz,0kz637M43RY673RZoJCWBX,FALSE,rock
November Has Come,Gorillaz,6lrDckuosGpwEHtm1hHBcf,FALSE,rock
Stop the Dams,Gorillaz,72nAHrq1bR6iDvng3qMpVf,FALSE,rock
Skinny Ape,Gorillaz,63rZ9InG6YLtJH0ML5YWta,FALSE,rock
Chalk Tablet Towers (feat. St Vincent),Gorillaz,5zGElc4Fk95ONl7YihpLFN,FALSE,rock
Hongkongaton,Gorillaz,4jJwm24UagUP51wTp657Xp,FALSE,rock
Bill Murray,Gorillaz,1fGP2EpjHgCQxeKKMD0N7w,FALSE,rock
Submission (feat. Danny Brown & Kelela),Gorillaz,2W4yTO3qHdqyvbz2UxfIPh,FALSE,rock
